"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x89f6f1e0837df948c43bc8bccec6ea83b9bca31f171d52d9dbb5341136913772","8630177","1622638684","2021-06-02 12:58:04","0x0000000000000000000000000000000000000000","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","0.004803993167727815","Add Liquidity ETH"
"0x5109db434c4b4490bcbce061df93746d9804b00813a40b9ac0b49a03ecd0c1f8","8630180","1622638686","2021-06-02 12:58:06","0x0000000000000000000000000000000000000000","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","7.190939512608788462","Add Liquidity ETH"
"0x25969e731a7f1a09752b2f079779c0bf81e8bcc47ca04172fb810fb1dae1efe1","8630196","1622638706","2021-06-02 12:58:26","0x0000000000000000000000000000000000000000","0x3ae7783b7fa466e2c9197e60c05c84d6683cbc53","0.04789206120554155","Add Liquidity ETH"
"0x8b4aeb26d61bb50319ec6f375e8f957da6fc79690783a7bd058f5b4e94484e5f","8630287","1622638775","2021-06-02 12:59:35","0x0000000000000000000000000000000000000000","0x631f82fb2a62496d28780a821f47786b05e2278a","0.072099594654116651","Add Liquidity ETH"
"0xb0077fff9aa74ada0c64d5310050d138f9b2dabd5bb680eecc1238e376003022","8630322","1622638800","2021-06-02 13:00:00","0x0000000000000000000000000000000000000000","0xe1cd19d059ce0a47b285f85c29fccd59fbb69853","1.202761958744369602","Add Liquidity ETH"
"0xe3fc0cd88ea70a7e49686f25c4e12f7ac2f6ada114b7c5f86c6afc6e2c1b922a","8630329","1622638804","2021-06-02 13:00:04","0x0000000000000000000000000000000000000000","0x89b585df208c727829232d892a50806c3a20a4e6","5.39540869211040246","Add Liquidity ETH"
"0x9299091b13d0aba475edb7798ea15d0fb80baad36dead9fb8f5b5a397979231b","8630392","1622638856","2021-06-02 13:00:56","0x0000000000000000000000000000000000000000","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","1.743322658337238959","Add Liquidity ETH"
"0xdac6d1e8c9ed81627cb437f2ff5fd19703f942133876ec96fe3ec0451ae72eec","8630453","1622638903","2021-06-02 13:01:43","0x28ead95628610b4ee91408cfe1c225c71ab6e7a8","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0.879872545090688108","Remove Liquidity ETH With Permit"
"0xdac6d1e8c9ed81627cb437f2ff5fd19703f942133876ec96fe3ec0451ae72eec","8630453","1622638903","2021-06-02 13:01:43","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","0.879872545090688108","Remove Liquidity ETH With Permit"
"0x89ede81a72bae79ba0456048499a251ec3b07dd4b8b364106f4c405fca71e4df","8630459","1622638908","2021-06-02 13:01:48","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.009533015971693557","Add Liquidity ETH"
"0xa6a29f1d1a0d8972cad537d4267aadb42530898f3cc4f04e4ea05453a33c5240","8630523","1622638960","2021-06-02 13:02:40","0xcf6dafa1e5c71bb87107629b16bf7e65c6f03895","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0.719904612244465301","Remove Liquidity ETH"
"0xa6a29f1d1a0d8972cad537d4267aadb42530898f3cc4f04e4ea05453a33c5240","8630523","1622638960","2021-06-02 13:02:40","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","0.719904612244465301","Remove Liquidity ETH"
"0xeb238834337a97da670bd1a14a9635455b2d1459e7861aba1e16f12c3c2b7338","8630627","1622639046","2021-06-02 13:04:06","0x0000000000000000000000000000000000000000","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","0.012401820840742407","Add Liquidity ETH"
"0x3ccfa602379283b0f5ca1f254b1d410cb0e12fdbcdde25704b37bde21aae2c0e","8630728","1622639128","2021-06-02 13:05:28","0x0000000000000000000000000000000000000000","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","0.319863989496403411","Add Liquidity ETH"
"0x87cecc81f30a2895bbc44c6ce805e2bb2a5f2d2d470d773996a535b416335959","8630768","1622639158","2021-06-02 13:05:58","0x0000000000000000000000000000000000000000","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","0.025538862412324691","Add Liquidity ETH"
"0x1d6eadc270c8497d296b98c36473b472824ca445cae86ac676463aa540decb5c","8630783","1622639173","2021-06-02 13:06:13","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.007275328069576819","Add Liquidity ETH"
"0x1888027a782d52ccba79c7656198b59eb646bdf65a38c1316b3e99e0e586308c","8630884","1622639260","2021-06-02 13:07:40","0x0000000000000000000000000000000000000000","0x6901370415c2a27e1d19e4690ae39829c01936a1","1.972906454832377871","Add Liquidity ETH"
"0x6ae7415ad80ff561b2af060da0f246c65f50de9ba9bb615b6a552a9c034470c6","8630896","1622639268","2021-06-02 13:07:48","0x0000000000000000000000000000000000000000","0x89b585df208c727829232d892a50806c3a20a4e6","3.443203793836351719","Add Liquidity ETH"
"0x00b2d2b9920364a23d616de9fd42432d463aa4424833d71bfbb90b602e1d5d7b","8630975","1622639330","2021-06-02 13:08:50","0x0000000000000000000000000000000000000000","0x0cc16c9d2c46163cbf4ba1146cc5380a9885796d","0.009287767751944382","Add Liquidity ETH"
"0xf1bd1950762927b41a7d1b48f2ac220bfb7c9baab4cfce92bca0ca61d589a341","8631127","1622639445","2021-06-02 13:10:45","0x0000000000000000000000000000000000000000","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","0.018549593169209457","Add Liquidity ETH"
"0x1e781a518c30056bafbba8c0caf4d442c79514b7ae9ff61dd6f4aaa9374c9590","8631235","1622639531","2021-06-02 13:12:11","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","0x2a651563c9d3af67ae0388a5c8f89b867038089e","8.934262170946027421","Remove Liquidity ETH With Permit"
"0x1e781a518c30056bafbba8c0caf4d442c79514b7ae9ff61dd6f4aaa9374c9590","8631235","1622639531","2021-06-02 13:12:11","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","8.934262170946027421","Remove Liquidity ETH With Permit"
"0x216e518c804e8911b369f1633992304041ab040ab142373f702adb913eefd840","8631324","1622639606","2021-06-02 13:13:26","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.022255563570837203","Add Liquidity ETH"
"0x1d5923bd37a04288d5d4cff56775717a9710d208d8896b171c556bb9dbf62c1b","8631330","1622639611","2021-06-02 13:13:31","0x0000000000000000000000000000000000000000","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","5.086386673488322273","Add Liquidity ETH"
"0x65cc8ebe0265c837db1e4d58ab6043b3a49d0d09b2222d6e93260db429bc3f12","8631355","1622639637","2021-06-02 13:13:57","0x0000000000000000000000000000000000000000","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","1.023918490632846166","Add Liquidity ETH"
"0x98e409f33713f576ae09a04472488dffa8a305be279827d6d1ed197dc7f4455f","8631552","1622639817","2021-06-02 13:16:57","0x0000000000000000000000000000000000000000","0x052aa017270434c91ca09c082018bd3b8f26e613","1.763086882133646658","Add Liquidity ETH"
"0x79d1a80bac23b8ceeb3b1292709a8f3efe5860452129027ed58e34f7caf5d83a","8631562","1622639826","2021-06-02 13:17:06","0x0000000000000000000000000000000000000000","0xc53f5a27021455293aa34da308280abc4cad210a","0.072700567333441772","Add Liquidity ETH"
"0x477676fa7634e11e512d8b4d476df9047f895e2d1bacbf0201141384e5227a2a","8631604","1622639858","2021-06-02 13:17:38","0x0000000000000000000000000000000000000000","0x89b585df208c727829232d892a50806c3a20a4e6","2.613588739697433813","Add Liquidity ETH"
"0x7d0aaab11cf603c8287c61d7bdd8a19e8126e24256f65da670b4f9461bdf170a","8631646","1622639890","2021-06-02 13:18:10","0x0000000000000000000000000000000000000000","0xaa9e20bab58d013220d632874e9fe44f8f971e4d","0.0139960314760328","Add Liquidity ETH"
"0x7d34cf93dfb66f7fcc63d0300b09997a55b8f28eb10100d7423090a22d1892e9","8631651","1622639894","2021-06-02 13:18:14","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","0x2a651563c9d3af67ae0388a5c8f89b867038089e","5.086386673488322273","Remove Liquidity ETH With Permit"
"0x7d34cf93dfb66f7fcc63d0300b09997a55b8f28eb10100d7423090a22d1892e9","8631651","1622639894","2021-06-02 13:18:14","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","5.086386673488322273","Remove Liquidity ETH With Permit"
"0xdc1efb63548cd7730d79cb8222c2564efaad4d91b97cb18cb51ce9f75c455de5","8631715","1622639944","2021-06-02 13:19:04","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.010078166526310792","Add Liquidity ETH"
"0x7205110b8159629535a636a41189c3af818d3b154cab27b7aa6d92269475a484","8631719","1622639947","2021-06-02 13:19:07","0x0000000000000000000000000000000000000000","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","4.624633349162870127","Add Liquidity ETH"
"0x968764a3c20b29519a1c9f0bfdad3c881fb58f67643849d4a7d987a3c82c96b7","8631805","1622640014","2021-06-02 13:20:14","0x0000000000000000000000000000000000000000","0x89b585df208c727829232d892a50806c3a20a4e6","4.382366993207729083","Add Liquidity ETH"
"0x4a358894d7704d8420e084b83596d698baa5d65d8ee12c40d67e2b937f64036f","8631886","1622640079","2021-06-02 13:21:19","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.009605758925272842","Add Liquidity ETH"
"0x6d5e3b6ee80c171d210610839389a56e7f21a74899d290302beb3464511821fc","8631994","1622640163","2021-06-02 13:22:43","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","0x2a651563c9d3af67ae0388a5c8f89b867038089e","4.624633349162870127","Remove Liquidity ETH With Permit"
"0x6d5e3b6ee80c171d210610839389a56e7f21a74899d290302beb3464511821fc","8631994","1622640163","2021-06-02 13:22:43","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","4.624633349162870127","Remove Liquidity ETH With Permit"
"0xcc4d362d1f2c048e9d6888b8c24921f9bea6f8d907388c42ce63c1c23ad7eb93","8632043","1622640204","2021-06-02 13:23:24","0x0000000000000000000000000000000000000000","0x6ea9eaf40b38120f9fdd034e16a026979cf5de26","0.007396635179341746","Add Liquidity ETH"
"0x767656c7789facc2a653f92a8843f9c73818968c41df0457fdee4658463ee362","8632059","1622640220","2021-06-02 13:23:40","0x0000000000000000000000000000000000000000","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","8.39508529524590698","Add Liquidity ETH"
"0x272db68f4f7f0043de93fafc2fdc139ddfa2d77b59fb789145475b62769fa26e","8632069","1622640228","2021-06-02 13:23:48","0x0000000000000000000000000000000000000000","0xb2aa9c75f970d36896eb9493b9027f4ce89adeb5","3.910399879378813909","Add Liquidity ETH"
"0xefd2cce979e745d866c7fdd569f9f59627c7f91dc0a7706c16b4be9e7f16401d","8632076","1622640244","2021-06-02 13:24:04","0x0000000000000000000000000000000000000000","0x052aa017270434c91ca09c082018bd3b8f26e613","0.347188360287287425","Add Liquidity ETH"
"0xdfda81a74f9114a97b5299f124f6cec15bc6847cb772fa25a1dcc38223f27cb7","8632221","1622640366","2021-06-02 13:26:06","0x0000000000000000000000000000000000000000","0x89b585df208c727829232d892a50806c3a20a4e6","6.163602468026451751","Add Liquidity ETH"
"0xa844f7d621b41d681d4533e5af1cc0463ae9890fd2e5dc08163755dbbb3a7f8a","8632265","1622640400","2021-06-02 13:26:40","0x0000000000000000000000000000000000000000","0xb2aa9c75f970d36896eb9493b9027f4ce89adeb5","7.650401416111290201","Add Liquidity ETH"
"0x75c5c2d2c61fa4498b96be8b4f1e69d70ccaa81730b43cea82f193cd0e8cc0c3","8632512","1622640606","2021-06-02 13:30:06","0x0000000000000000000000000000000000000000","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","1.343423046228985539","Add Liquidity ETH"
"0x7d42e28473fb13a8b43a64a18ad38770b846b82eaa2142f07542b13077e8d51b","8632551","1622640636","2021-06-02 13:30:36","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.021075307238471976","Add Liquidity ETH"
"0xde6bbe0eafdd94f3608cfc5c220c762fb2f82c08d3e35f1baaefd180ce511102","8632655","1622640728","2021-06-02 13:32:08","0x0000000000000000000000000000000000000000","0x89b585df208c727829232d892a50806c3a20a4e6","9.474884624946200241","Add Liquidity ETH"
"0xffb0201b33f5dd124d7baad95b4d699faec049c9a4c2a861b90b7669afbb89e5","8632710","1622640776","2021-06-02 13:32:56","0x0000000000000000000000000000000000000000","0x9b890d12688f9ee83a15b325f764246f18daaeef","3.777021058006270515","Add Liquidity ETH"
"0xaaf613ba171603a9c33ea96cdda42baf2c08b28f96ab1b26315e20a38d7be4cb","8632980","1622640990","2021-06-02 13:36:30","0x0000000000000000000000000000000000000000","0x6901370415c2a27e1d19e4690ae39829c01936a1","4.955324318940448006","Add Liquidity ETH"
"0x7bc412f4cecc190e1ae8e53c474f940bd2688d8572eb0e54c8511b75a527393e","8633076","1622641075","2021-06-02 13:37:55","0xae3a86cae35d5fdd4091ad294433da5ff49d00bb","0x2a651563c9d3af67ae0388a5c8f89b867038089e","8.39508529524590698","Remove Liquidity ETH With Permit"
"0x7bc412f4cecc190e1ae8e53c474f940bd2688d8572eb0e54c8511b75a527393e","8633076","1622641075","2021-06-02 13:37:55","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","8.39508529524590698","Remove Liquidity ETH With Permit"
"0xaf27c5fade6620463e9f159076b385ec002294af2dab53141306e8e571e2a61d","8633341","1622641304","2021-06-02 13:41:44","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.009584840080134089","Add Liquidity ETH"
"0x98afae3abce89ac1bbded53911de94df194fecd57240a2233f74dc6cb97bc9a8","8633385","1622641336","2021-06-02 13:42:16","0x0000000000000000000000000000000000000000","0x89b585df208c727829232d892a50806c3a20a4e6","18.723289004548522547","Add Liquidity ETH"
"0xae0625f16012834063089c0f2fb17397f86a0a746502f50dce844d381447f066","8633490","1622641426","2021-06-02 13:43:46","0x0000000000000000000000000000000000000000","0xb2aa9c75f970d36896eb9493b9027f4ce89adeb5","7.269592367240060537","Add Liquidity ETH"
"0xb080fa103bbe273fad9cf241405da1ac1a07e2430a0f0012375a0143c0f5e4c4","8633737","1622641642","2021-06-02 13:47:22","0x9b890d12688f9ee83a15b325f764246f18daaeef","0x2a651563c9d3af67ae0388a5c8f89b867038089e","3.777021058006270515","Remove Liquidity ETH With Permit"
"0xb080fa103bbe273fad9cf241405da1ac1a07e2430a0f0012375a0143c0f5e4c4","8633737","1622641642","2021-06-02 13:47:22","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","3.777021058006270515","Remove Liquidity ETH With Permit"
"0x7352c01d73e95a9b942faa4ab4c6372ac7183368ca987f8d00b019c4750ffa22","8633825","1622641716","2021-06-02 13:48:36","0x0000000000000000000000000000000000000000","0xb2aa9c75f970d36896eb9493b9027f4ce89adeb5","7.360550339195905302","Add Liquidity ETH"
"0x22a9ce0555e0b25896b8462c9536e1082ed0cfcfeb1699670b350e15869b0b01","8634019","1622641912","2021-06-02 13:51:52","0x0000000000000000000000000000000000000000","0x631f82fb2a62496d28780a821f47786b05e2278a","0.117254882334017006","Add Liquidity ETH"
"0x9da9b310bbfa08e5d05a6f43e6234cf1eac59b438fc4dce6197937519d377b4a","8634346","1622642185","2021-06-02 13:56:25","0x0000000000000000000000000000000000000000","0x0cc16c9d2c46163cbf4ba1146cc5380a9885796d","0.03273687845664458","Add Liquidity ETH"
"0x465c328da405ec2c905d953d6f1f51cabf142a174526281bb5f14a1bab5267de","8634449","1622642277","2021-06-02 13:57:57","0x0000000000000000000000000000000000000000","0xecc40bb63c6f7227071dfd5cb296eddf761f09eb","0.038766461745559331","Add Liquidity ETH"
"0xdfad427be027fdf99b63445aaae34a877ef88cdf1e87e73a348697750cb7596c","8634675","1622642467","2021-06-02 14:01:07","0xbac7eb249d1d92f379ab740d52dc240a31d0f285","0x2a651563c9d3af67ae0388a5c8f89b867038089e","2.767764016349323535","Remove Liquidity ETH With Permit"
"0xdfad427be027fdf99b63445aaae34a877ef88cdf1e87e73a348697750cb7596c","8634675","1622642467","2021-06-02 14:01:07","0x2a651563c9d3af67ae0388a5c8f89b867038089e","0x0000000000000000000000000000000000000000","2.767764016349323535","Remove Liquidity ETH With Permit"
